make,model,manufactured,type_of_vehicle,transmission,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,price,reg_year,almost new car,coe car,consignment car,direct owner sale,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
3,99,2010.0,5,0,155.0,2,1984.0,6.0,13320.0,33568,1672.0,20168.0,135000.0,42472.0,42472.0,2,80000.0,2010,0,1,0,0,0,0,1,0,0,1,0,0,0,0
41,367,2010.0,5,0,300.0,2,3605.0,5.0,16460.0,40014,4665.0,25236.0,116000.0,111092.0,111092.0,2,103800.0,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27,319,2016.0,7,0,202.0,0,2987.0,2.0,33600.0,52000,3366.0,105396.0,90000.0,91422.0,136560.0,2,175800.0,2017,0,0,1,0,0,0,0,0,1,0,0,1,0,0
16,502,2018.0,7,0,112.0,3,1496.0,2.0,14810.0,30012,682.0,31293.0,48208.0,24594.0,16432.0,2,101888.0,2020,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52,506,2023.0,3,0,103.0,3,1797.0,1.0,20910.0,102001,974.0,128014.0,11.0,31473.0,36063.0,2,224988.0,2024,1,0,0,0,1,0,1,0,1,0,0,0,0,0
5,530,2010.0,5,0,150.0,2,2497.0,4.0,13190.0,32914,2514.0,20452.0,179463.0,41140.0,41140.0,2,82000.0,2010,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,39,2009.0,5,0,225.0,2,2979.0,6.0,16630.0,33018,3543.0,15840.0,105000.0,71172.0,71172.0,2,79800.0,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0
34,461,2019.0,0,0,59.0,2,1193.0,1.0,12030.0,35010,506.0,23624.0,44611.0,14991.0,5000.0,2,70800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,503,2010.0,2,0,80.0,2,1497.0,1.0,10870.0,32190,958.0,19817.0,88000.0,12306.0,12306.0,2,66888.0,2010,0,1,0,0,0,0,1,0,0,1,0,0,0,0
55,521,2015.0,7,0,180.0,2,1969.0,4.0,15700.0,65501,1176.0,29596.0,195000.0,34851.0,40792.0,2,37555.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,390,2016.0,7,0,85.0,2,1197.0,1.0,13960.0,47889,508.0,16883.0,95000.0,18974.0,13974.0,2,33800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,165,2015.0,2,0,92.0,2,1598.0,2.0,14040.0,51301,742.0,20912.0,119000.0,21683.0,22357.0,2,34800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,447,2016.0,3,0,80.0,2,1496.0,3.0,14080.0,38229,682.0,14369.0,74000.0,23166.0,14433.0,2,30900.0,2016,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,253,2018.0,7,0,90.0,2,1595.0,1.0,18520.0,25556,740.0,32737.0,62812.0,27652.0,30713.0,2,96800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,165,2019.0,2,0,92.0,2,1597.0,2.0,14920.0,27000,742.0,28925.0,67391.0,20215.0,20301.0,2,85888.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,185,2010.0,5,0,83.0,3,1496.0,6.0,14960.0,42283,887.0,29077.0,121424.0,35010.0,21006.0,2,102888.0,2011,0,1,0,0,1,0,1,0,0,1,0,0,0,0
37,217,2014.0,3,0,125.0,2,2488.0,1.0,17840.0,75801,1786.0,27893.0,125000.0,36157.0,42620.0,2,36800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47,358,2019.0,2,0,180.0,2,1984.0,1.0,19420.0,41503,1194.0,48793.0,48000.0,26681.0,29354.0,2,139988.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34,461,2021.0,0,0,59.0,2,1193.0,1.0,12160.0,43501,506.0,33557.0,53288.0,15132.0,5000.0,2,85800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,207,2014.0,1,0,135.0,2,1991.0,4.0,13430.0,99116,1322.0,79293.0,156000.0,42793.0,46911.0,2,130888.0,2014,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52,380,2018.0,3,0,100.0,3,1798.0,1.0,18550.0,31001,976.0,30642.0,68700.0,30006.0,24009.0,2,94800.0,2018,0,0,0,0,1,0,0,0,1,1,0,0,0,0
18,488,2016.0,7,0,114.0,2,1999.0,2.0,15540.0,56000,1212.0,21082.0,92000.0,18218.0,18218.0,2,39800.0,2016,0,0,0,0,0,0,0,0,1,1,0,1,0,0
16,296,2020.0,0,0,73.0,2,1318.0,1.0,13670.0,37334,578.0,28978.0,51251.0,16738.0,6738.0,2,91000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,235,2008.0,0,1,88.0,2,1496.0,3.0,10700.0,29670,1023.0,13242.0,165200.0,16611.0,12344.0,2,47800.0,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31,116,2021.0,7,0,120.0,2,1332.0,1.0,20410.0,68310,586.0,85637.0,18500.0,40325.0,48455.0,2,171500.0,2021,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37,276,2008.0,5,0,353.0,2,3799.0,6.0,60080.0,51850,5454.0,18382.0,105000.0,86395.0,86395.0,2,213000.0,2008,0,1,0,0,0,0,1,0,0,1,0,0,0,0
52,506,2023.0,3,0,103.0,3,1797.0,1.0,19670.0,85010,974.0,91430.0,4200.0,31592.0,31229.0,2,201988.0,2024,1,0,0,0,1,0,1,0,1,1,0,0,0,0
29,25,2018.0,0,0,88.0,2,1496.0,1.0,12970.0,8501,182.0,15082.0,21435.0,16042.0,16042.0,1,66800.0,2018,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5,56,2008.0,1,0,115.0,2,1995.0,4.0,11220.0,31933,1812.0,14462.0,145008.0,44872.0,44872.0,2,50800.0,2009,0,1,0,0,0,0,1,0,0,0,0,0,0,0
41,88,2006.0,5,0,239.0,2,3596.0,4.0,68490.0,48479,4977.0,9895.0,99855.0,130911.0,144003.0,2,139800.0,2006,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5,513,2021.0,7,0,100.0,2,1499.0,2.0,17990.0,83889,684.0,100901.0,29300.0,40893.0,49251.0,2,161800.0,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,181,2015.0,2,0,90.0,2,1598.0,3.0,13850.0,45000,742.0,17925.0,113146.0,19589.0,19589.0,2,31800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,471,2018.0,7,0,88.0,2,998.0,1.0,14620.0,25501,392.0,17028.0,75000.0,17348.0,7348.0,2,71800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,513,2021.0,7,0,100.0,2,1499.0,2.0,17960.0,61001,684.0,79559.0,35708.0,40515.0,48721.0,2,151000.0,2021,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29,25,2015.0,2,0,88.0,2,1496.0,3.0,16090.0,57301,682.0,12722.0,145000.0,15457.0,10457.0,2,24800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,62,2010.0,1,0,225.0,2,2979.0,5.0,15030.0,32914,3307.0,19884.0,150000.0,65059.0,65059.0,2,90800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,258,2017.0,7,0,135.0,2,1991.0,3.0,23600.0,49000,1202.0,48439.0,145000.0,42215.0,51101.0,2,98888.0,2017,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,411,2021.0,5,0,441.0,3,3996.0,2.0,47610.0,49778,3944.0,154616.0,29500.0,105386.0,161695.0,2,399800.0,2021,0,0,0,0,1,0,1,0,1,0,0,0,0,0
52,115,2015.0,2,0,90.0,2,1598.0,2.0,15270.0,47889,742.0,20089.0,140000.0,19589.0,19589.0,2,39500.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,447,2019.0,3,0,80.0,2,1496.0,2.0,14770.0,32309,682.0,29036.0,70280.0,23961.0,15546.0,2,87188.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,265,2008.0,5,0,147.0,2,1984.0,5.0,11920.0,32121,1791.0,14230.0,142850.0,31341.0,31341.0,2,52800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,379,2017.0,3,0,125.0,2,2362.0,3.0,24080.0,55414,1638.0,40431.0,120000.0,34489.0,40285.0,2,90800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,513,2021.0,7,0,100.0,2,1499.0,1.0,18210.0,68310,684.0,86248.0,42000.0,40515.0,48721.0,2,156888.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,116,2016.0,1,0,270.0,2,2996.0,2.0,32810.0,54616,2382.0,89776.0,91000.0,84688.0,124439.0,2,153000.0,2017,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,253,2017.0,7,0,90.0,2,1595.0,1.0,17060.0,46791,740.0,33209.0,99000.0,28494.0,26892.0,2,70800.0,2017,0,0,0,0,0,0,0,0,1,1,0,1,0,0
13,49,2011.0,5,0,416.0,2,4497.0,4.0,68530.0,40714,6146.0,26659.0,49000.0,359076.0,359076.0,2,448888.0,2011,0,1,1,0,0,0,1,0,0,0,1,0,0,0
3,97,2008.0,1,0,118.0,2,1798.0,5.0,15380.0,35411,1464.0,17269.0,131000.0,35872.0,35872.0,2,75000.0,2009,0,1,1,0,0,0,1,0,0,0,0,0,0,0
5,61,2017.0,1,0,185.0,2,1998.0,3.0,23860.0,51000,1210.0,56776.0,112000.0,50933.0,63680.0,2,103800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,140,2017.0,7,0,90.0,3,1797.0,2.0,15900.0,50001,974.0,18361.0,84000.0,31502.0,6103.0,2,49800.0,2017,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,19,2015.0,5,0,135.0,2,1997.0,2.0,23640.0,60789,1210.0,30076.0,100000.0,36728.0,43420.0,2,45800.0,2015,0,0,0,0,0,0,0,0,1,1,0,1,0,0
16,279,2019.0,7,0,96.0,2,1496.0,1.0,16630.0,26667,682.0,29117.0,32000.0,20391.0,20548.0,2,95800.0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0
54,482,2021.0,7,0,140.0,2,1984.0,2.0,21830.0,88000,1194.0,92226.0,32000.0,33484.0,38878.0,2,185800.0,2022,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,15,2015.0,3,0,85.0,0,1496.0,1.0,16510.0,60689,1082.0,21773.0,120000.0,31092.0,25529.0,2,33800.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,12,2016.0,3,0,111.0,2,1998.0,2.0,12890.0,51010,1210.0,19277.0,125694.0,19345.0,19345.0,2,31500.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,253,2017.0,7,0,90.0,2,1595.0,1.0,19370.0,38200,740.0,34714.0,76554.0,28841.0,32378.0,2,85500.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,441,2015.0,5,0,90.0,2,1390.0,2.0,11470.0,54301,620.0,17752.0,122000.0,19184.0,19184.0,2,24800.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,74,2022.0,5,1,309.0,2,3995.0,1.0,62250.0,118002,3942.0,273052.0,7600.0,106576.0,221044.0,2,625888.0,2023,1,0,0,1,0,0,1,0,1,0,1,0,0,0
34,224,2007.0,5,1,206.0,2,1998.0,6.0,27130.0,50168,1815.0,17360.0,177777.0,33323.0,33323.0,2,93888.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,293,2010.0,1,0,153.0,2,2500.0,6.0,12340.0,33568,2520.0,20049.0,121000.0,38845.0,38845.0,2,73700.0,2010,0,1,0,0,0,0,1,0,0,0,0,0,0,0
54,482,2020.0,7,0,110.0,2,1395.0,1.0,18730.0,38110,624.0,49025.0,84492.0,29464.0,33250.0,2,135000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
38,121,2017.0,6,0,77.0,2,999.0,2.0,11640.0,42902,392.0,17002.0,117000.0,19889.0,5000.0,2,39800.0,2017,0,0,0,0,0,0,0,0,1,1,0,1,0,0
25,293,2016.0,1,0,180.0,2,1998.0,2.0,20200.0,53001,1210.0,39733.0,135000.0,37509.0,44513.0,2,71888.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,265,2019.0,0,0,92.0,2,1395.0,2.0,15060.0,33199,624.0,29922.0,29700.0,19708.0,19708.0,2,83000.0,2019,0,0,0,0,0,0,1,0,1,1,0,0,0,0
16,204,2021.0,3,0,242.0,3,1993.0,2.0,22960.0,105501,1204.0,107783.0,29000.0,38697.0,31176.0,2,208800.0,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,0
37,390,2017.0,7,0,106.0,2,1997.0,1.0,13750.0,50001,1210.0,29046.0,50599.0,22484.0,23478.0,2,52888.0,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,25,2017.0,2,0,88.0,2,1496.0,4.0,14210.0,46489,682.0,20699.0,104000.0,14937.0,9937.0,2,48500.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,181,2016.0,2,0,80.0,2,1496.0,4.0,15740.0,53334,182.0,15502.0,76000.0,16257.0,6257.0,1,37800.0,2016,0,0,0,0,0,0,1,1,1,1,0,0,0,0
54,482,2014.0,7,0,118.0,2,1390.0,2.0,16490.0,65501,620.0,25298.0,74000.0,29037.0,32652.0,2,34800.0,2015,0,0,0,0,0,0,1,0,1,1,0,0,0,0
52,278,2007.0,7,0,118.0,2,2362.0,5.0,15200.0,50972,2457.0,16367.0,139000.0,27929.0,30722.0,2,48800.0,2007,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,115,2012.0,2,0,90.0,2,1598.0,2.0,12400.0,39465,890.0,25344.0,53000.0,14885.0,14885.0,2,39822.0,2012,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29,25,2018.0,2,0,88.0,2,1496.0,1.0,13400.0,28199,682.0,22449.0,75000.0,14466.0,14466.0,2,65800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,204,2021.0,7,0,174.0,3,1496.0,1.0,17930.0,59501,778.0,55466.0,48000.0,28343.0,16681.0,2,137800.0,2021,0,0,0,0,1,0,0,0,1,0,0,0,0,0
52,503,2021.0,2,0,79.0,2,1496.0,1.0,13600.0,48000,682.0,45595.0,25610.0,13767.0,13767.0,2,106800.0,2021,0,0,0,0,0,0,1,0,1,1,0,0,0,0
54,265,2014.0,0,0,90.0,2,1395.0,4.0,10300.0,78482,624.0,77536.0,90000.0,20925.0,6295.0,2,101800.0,2014,0,1,0,0,0,0,1,0,0,1,0,0,0,0
41,88,2008.0,5,0,283.0,2,3800.0,5.0,42110.0,31553,5457.0,14238.0,119750.0,140655.0,140655.0,2,190000.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40,26,2017.0,7,0,96.0,2,1199.0,1.0,13870.0,42900,508.0,27737.0,109143.0,27425.0,20395.0,2,57000.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,113,2022.0,3,0,134.0,2,2493.0,1.0,27450.0,124501,1792.0,139655.0,29000.0,42845.0,53406.0,2,266800.0,2023,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,95,2017.0,1,0,85.0,2,999.0,2.0,18610.0,45201,392.0,23278.0,88000.0,24470.0,16258.0,2,63800.0,2017,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,355,2024.0,3,0,103.0,3,1797.0,1.0,18770.0,100607,974.0,99683.0,10.0,27569.0,25597.0,2,199500.0,2024,1,0,0,0,1,0,1,0,1,1,0,0,0,0
54,297,2015.0,2,0,90.0,2,1390.0,3.0,13650.0,66000,620.0,9895.0,125000.0,19303.0,9303.0,2,15500.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,235,2021.0,0,0,72.0,2,1317.0,2.0,12170.0,92000,578.0,87130.0,25000.0,15492.0,5000.0,2,112800.0,2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,207,2021.0,1,0,145.0,2,1991.0,2.0,23800.0,70200,1202.0,102263.0,51000.0,53595.0,68471.0,2,206800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,260,2019.0,7,0,200.0,3,1991.0,2.0,25840.0,38802,1202.0,65832.0,78000.0,45378.0,55530.0,2,188800.0,2020,0,0,0,0,1,0,0,0,1,1,0,0,0,0
41,88,2016.0,5,0,397.0,2,3800.0,4.0,178040.0,56089,3638.0,195298.0,36000.0,185445.0,305801.0,2,528000.0,2016,0,0,0,1,0,0,1,0,1,0,1,0,0,0
31,256,2022.0,7,0,96.0,2,1332.0,1.0,21610.0,78001,586.0,94096.0,43888.0,35045.0,41063.0,2,195888.0,2022,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,327,2010.0,5,0,308.0,2,3999.0,5.0,38410.0,32914,5527.0,20461.0,165000.0,82408.0,82408.0,2,238800.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0
51,477,2007.0,0,0,75.0,2,1586.0,4.0,10370.0,50230,1104.0,14436.0,198000.0,12713.0,9587.0,2,29800.0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,116,2020.0,7,0,96.0,2,1332.0,1.0,22130.0,45600,586.0,64823.0,34000.0,37966.0,45153.0,2,172800.0,2021,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,116,2019.0,5,0,450.0,2,3982.0,2.0,73920.0,40009,3922.0,160796.0,35000.0,118741.0,185734.0,2,490000.0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5,56,2020.0,1,0,137.0,3,1998.0,1.0,22620.0,45510,1210.0,74716.0,105645.0,49346.0,61085.0,2,175899.0,2020,0,0,0,0,1,0,0,0,1,1,0,1,0,0
52,447,2019.0,3,0,80.0,2,1496.0,2.0,14440.0,31759,682.0,25190.0,40000.0,20407.0,10570.0,2,83800.0,2020,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41,332,2020.0,7,0,185.0,2,1984.0,1.0,37790.0,49001,1194.0,95740.0,35902.0,62607.0,84693.0,2,290800.0,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,478,2016.0,2,0,85.0,2,1598.0,2.0,15240.0,55200,742.0,21457.0,82000.0,16807.0,16807.0,2,39800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,293,2016.0,1,0,180.0,2,1998.0,5.0,20500.0,56000,1210.0,34789.0,140000.0,37505.0,44507.0,2,60000.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,507,2008.0,3,0,97.0,2,1794.0,3.0,11520.0,36888,1458.0,14826.0,151000.0,18803.0,18803.0,2,46300.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13,375,2019.0,5,0,441.0,2,3855.0,1.0,106910.0,36001,3724.0,347075.0,8888.0,258657.0,437583.0,2,780000.0,2019,0,0,0,0,0,0,1,0,1,0,1,0,0,0
50,528,2015.0,7,0,84.0,2,1600.0,2.0,15420.0,45000,744.0,16328.0,88000.0,15274.0,15274.0,2,34800.0,2016,0,0,0,0,0,0,0,0,1,1,0,1,0,0
31,166,2015.0,1,0,90.0,2,1595.0,3.0,18450.0,47300,740.0,23520.0,114000.0,27932.0,26105.0,2,48800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,322,2018.0,1,0,232.0,2,3456.0,2.0,29740.0,38801,3100.0,112335.0,51168.0,98524.0,149344.0,2,191777.0,2018,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,25,2017.0,2,0,88.0,2,1496.0,1.0,11770.0,51765,682.0,19413.0,86000.0,14640.0,9640.0,2,35800.0,2017,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16,235,2016.0,0,0,73.0,2,1317.0,1.0,12270.0,45201,578.0,18319.0,67000.0,14686.0,9686.0,2,38800.0,2017,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,253,2022.0,7,0,96.0,2,1332.0,1.0,20070.0,80501,586.0,92438.0,23000.0,32416.0,37383.0,2,188800.0,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,332,2022.0,7,0,280.0,2,2894.0,1.0,36710.0,109600,2262.0,166349.0,5000.0,75328.0,107591.0,2,368888.0,2023,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50,240,2016.0,7,0,177.0,2,1998.0,3.0,17910.0,50089,1210.0,18794.0,117000.0,18626.0,18626.0,2,39888.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29,12,2016.0,7,0,121.0,2,1998.0,1.0,16370.0,49700,1210.0,24712.0,107000.0,26190.0,28666.0,2,43800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,293,2018.0,1,0,180.0,2,1998.0,2.0,23780.0,42322,1210.0,45274.0,115000.0,38430.0,45802.0,2,110000.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,178,2016.0,5,0,100.0,2,1499.0,3.0,21830.0,56089,684.0,26557.0,103000.0,27016.0,24823.0,2,57800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,469,2016.0,3,0,110.0,2,1496.0,1.0,22940.0,53001,682.0,33339.0,85000.0,29413.0,33179.0,2,74777.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,181,2018.0,2,0,96.0,2,1598.0,1.0,14820.0,25000,742.0,26705.0,47000.0,21858.0,22602.0,2,75800.0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,310,2017.0,2,0,86.0,2,1590.0,1.0,12550.0,52000,738.0,22725.0,105000.0,12706.0,12706.0,2,42800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20,524,2018.0,1,0,147.0,2,1997.0,1.0,21400.0,32551,1210.0,53329.0,92910.0,46426.0,56997.0,2,116800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,124,2019.0,2,0,59.0,2,1193.0,3.0,11710.0,30000,506.0,20147.0,54000.0,13843.0,5000.0,2,66500.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,165,2020.0,2,0,92.0,2,1597.0,2.0,15120.0,33000,742.0,35898.0,55000.0,20477.0,20668.0,2,103800.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,30,2022.0,1,0,115.0,2,1998.0,1.0,21840.0,121000,1210.0,158094.0,17000.0,48863.0,64840.0,2,230000.0,2023,1,0,0,0,0,0,0,0,1,1,0,0,0,0
50,240,2016.0,7,0,177.0,2,1998.0,1.0,14550.0,56206,1210.0,25542.0,90326.0,20851.0,21192.0,2,43800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,297,2015.0,2,0,90.0,2,1390.0,1.0,13910.0,61000,620.0,10419.0,125000.0,19307.0,9307.0,2,17800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,116,2020.0,7,0,430.0,2,3982.0,1.0,96060.0,86102,3922.0,243152.0,13000.0,147091.0,236764.0,2,850000.0,2022,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50,240,2015.0,7,0,177.0,2,1998.0,3.0,17210.0,51010,1210.0,19763.0,130000.0,17994.0,17994.0,2,42289.0,2016,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,12,2015.0,3,0,111.0,2,1998.0,2.0,12980.0,61103,1210.0,17887.0,111200.0,18246.0,18246.0,2,25800.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,482,2017.0,7,0,110.0,2,1395.0,2.0,16460.0,50621,624.0,37199.0,104000.0,33356.0,38699.0,2,64800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,390,2016.0,7,0,85.0,2,1197.0,2.0,12050.0,45000,508.0,14602.0,166237.0,18974.0,13974.0,2,25500.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,31,2008.0,1,0,125.0,2,1995.0,6.0,12910.0,31553,1812.0,14125.0,175000.0,45713.0,45713.0,2,57800.0,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0
31,92,2016.0,0,0,90.0,2,1595.0,2.0,15310.0,48401,740.0,24603.0,123000.0,23657.0,20120.0,2,49688.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,142,2009.0,1,0,115.0,2,1796.0,2.0,12510.0,35411,1461.0,17269.0,231312.0,37054.0,37054.0,2,61000.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0
52,499,2019.0,3,0,134.0,2,2493.0,1.0,27730.0,60001,1792.0,82432.0,19000.0,44768.0,54676.0,2,218800.0,2021,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,258,2019.0,7,0,135.0,2,1991.0,1.0,25010.0,39401,1202.0,54544.0,43500.0,42557.0,51580.0,2,142800.0,2019,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,142,2011.0,1,0,115.0,2,1597.0,2.0,12350.0,45272,965.0,31517.0,92000.0,31019.0,31019.0,2,86000.0,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,121,2019.0,6,0,100.0,0,1598.0,1.0,13350.0,37900,1182.0,41467.0,140633.0,23154.0,24416.0,2,93800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,243,2018.0,3,0,101.0,3,1496.0,1.0,16880.0,42564,682.0,34075.0,87500.0,26458.0,19042.0,2,91800.0,2019,0,0,0,0,1,0,0,0,1,0,0,0,0,0
40,26,2017.0,7,0,121.0,2,1598.0,2.0,14100.0,31000,742.0,28570.0,109588.0,23726.0,25217.0,2,68000.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24,201,2016.0,7,0,177.0,2,1999.0,3.0,19150.0,55100,1212.0,41231.0,79000.0,45440.0,55616.0,2,64800.0,2016,0,0,0,0,0,0,1,0,1,1,0,0,0,0
22,470,2018.0,1,0,182.0,2,1998.0,3.0,22010.0,31301,1210.0,41056.0,133000.0,33799.0,39319.0,2,114800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,212,2011.0,5,0,150.0,2,1796.0,3.0,14100.0,47316,1266.0,32149.0,101255.0,58620.0,58620.0,2,95800.0,2011,0,1,0,0,0,0,1,0,0,1,0,0,0,0
54,368,2014.0,1,0,90.0,2,1390.0,1.0,14670.0,66010,620.0,14916.0,93200.0,24885.0,21839.0,2,19800.0,2015,0,0,0,0,0,0,1,0,1,0,0,1,0,0
29,12,2015.0,1,0,121.0,2,1998.0,2.0,14810.0,55089,1210.0,20280.0,86602.0,21565.0,22191.0,2,32800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18,216,2015.0,2,0,97.0,2,1591.0,3.0,11760.0,53794,738.0,14090.0,126000.0,12810.0,12810.0,2,21800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,79,2010.0,1,0,190.0,2,2996.0,3.0,13380.0,45586,3335.0,30586.0,115208.0,67819.0,67819.0,2,89800.0,2011,0,1,0,0,0,0,1,0,0,1,0,0,0,0
52,503,2019.0,2,0,79.0,2,1496.0,1.0,12910.0,25556,682.0,21833.0,99000.0,13936.0,13936.0,2,68000.0,2019,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,140,2018.0,7,0,90.0,3,1797.0,1.0,16120.0,61001,974.0,56726.0,38225.0,28544.0,16962.0,2,124800.0,2021,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,15,2016.0,3,0,85.0,0,1496.0,2.0,15620.0,50951,1082.0,28289.0,101000.0,31478.0,26070.0,2,51800.0,2016,0,0,0,0,0,0,0,0,1,1,0,1,0,0
