make,model,manufactured,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,reg_year,almost new car,coe car,consignment car,direct owner sale,electric cars,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
3,124,2021.0,2,0,300.0,1984.0,1.0,23740.0,107800,1194.0,127014.0,34890.0,45362.0,55507.0,215800.0,2022,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
42,143,2022.0,2,0,245.0,2291.0,1.0,46590.0,105501,3320.0,213835.0,11000.0,122809.0,165180.0,479800.0,2022,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
3,550,2018.0,8,0,250.0,2995.0,1.0,35200.0,37109,2380.0,98826.0,27000.0,73630.0,104534.0,246000.0,2020,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
74,694,2015.0,7,0,84.0,1560.0,3.0,19010.0,66000,1144.0,14268.0,109750.0,27976.0,16167.0,25900.0,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40,36,2018.0,1,0,88.0,1496.0,2.0,13630.0,25501,682.0,24091.0,79855.0,18197.0,18197.0,69800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,228,2009.0,8,0,110.0,1997.0,3.0,11910.0,35416,1815.0,20454.0,149000.0,32395.0,32395.0,68800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71,617,2016.0,4,0,80.0,1496.0,3.0,16490.0,38229,682.0,14589.0,73000.0,23166.0,14433.0,35900.0,2016,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23,257,2018.0,4,0,129.0,2356.0,1.0,18980.0,34381,1630.0,36375.0,144150.0,28020.0,31228.0,95800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,248,2020.0,8,0,147.0,1997.0,2.0,25860.0,41503,1210.0,65063.0,47000.0,42372.0,51321.0,193000.0,2020,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
71,716,2011.0,4,0,116.0,1987.0,3.0,12750.0,21342,1677.0,6292.0,138128.0,25004.0,25004.0,18800.0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,665,2017.0,2,0,100.0,1997.0,1.0,13680.0,53300,1210.0,29991.0,149213.0,24381.0,26134.0,49800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,45,2018.0,2,0,100.0,1499.0,2.0,16750.0,31801,684.0,41196.0,130000.0,33544.0,38962.0,92800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,298,2009.0,6,0,217.0,1998.0,5.0,24130.0,40714,1694.0,26659.0,180000.0,54313.0,54313.0,158000.0,2011,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,319,2017.0,10,0,12.0,1248.0,1.0,9380.0,28559,370.0,14295.0,48440.0,16849.0,843.0,46988.0,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,520,2016.0,8,0,123.0,2360.0,2.0,13440.0,53300,1636.0,28365.0,1158888.0,23141.0,24398.0,46800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,321,2007.0,1,0,63.0,1339.0,2.0,11200.0,48200,385.0,14420.0,145000.0,10685.0,11754.0,33500.0,2007,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
23,652,2007.0,4,0,103.0,1799.0,3.0,11630.0,50355,1467.0,15507.0,184000.0,20158.0,22174.0,35800.0,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,100,2022.0,2,0,213.0,2998.0,1.0,49820.0,109600,2384.0,204709.0,1200.0,102460.0,165412.0,518000.0,2023,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
48,551,2014.0,8,0,85.0,1197.0,5.0,20090.0,62002,508.0,8768.0,155000.0,19382.0,9382.0,17900.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,331,2016.0,4,0,96.0,1496.0,1.0,17220.0,46489,682.0,25809.0,102688.0,24135.0,20789.0,59800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,592,2009.0,7,0,245.0,2995.0,6.0,17640.0,33018,3570.0,15125.0,141886.0,64548.0,64548.0,80800.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,45,2015.0,2,0,100.0,1499.0,3.0,16970.0,45009,684.0,21824.0,130000.0,27677.0,25748.0,41800.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25,127,2015.0,1,0,73.0,1368.0,1.0,13980.0,55727,608.0,14393.0,131050.0,11485.0,11485.0,26000.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
71,384,2018.0,10,0,0.0,2982.0,1.0,13970.0,24703,3003.0,10964.0,110000.0,29255.0,1463.0,62000.0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,143,2019.0,8,0,200.0,1991.0,2.0,25700.0,52309,1202.0,95463.0,46000.0,59867.0,79761.0,215000.0,2021,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
44,221,2009.0,6,0,128.0,1598.0,5.0,11730.0,26175,1113.0,12356.0,120139.0,37573.0,37573.0,55388.0,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
71,384,2007.0,10,1,0.0,2982.0,2.0,10830.0,39352,3003.0,13983.0,155825.0,24689.0,1235.0,38500.0,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68,328,2017.0,8,0,177.0,1998.0,1.0,13690.0,53001,1210.0,26590.0,181205.0,17986.0,17986.0,49800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,190,2014.0,9,0,19.0,2998.0,1.0,26580.0,52100,2384.0,3097.0,110000.0,26985.0,1350.0,15800.0,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,201,2016.0,3,0,95.0,1591.0,1.0,13170.0,50000,738.0,21196.0,153734.0,16971.0,16971.0,37500.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,201,2018.0,3,0,93.0,1591.0,2.0,13530.0,25689,738.0,19712.0,85000.0,11077.0,11077.0,68500.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,685,2018.0,8,0,130.0,1591.0,1.0,17200.0,31301,738.0,29541.0,61000.0,22478.0,23470.0,83800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,664,2022.0,6,0,420.0,2847.0,1.0,45910.0,110003,6057.0,250468.0,5000.0,138157.0,208946.0,495800.0,2022,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
71,224,2015.0,3,0,90.0,1598.0,3.0,12900.0,45000,742.0,17752.0,128000.0,19589.0,19589.0,29800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,266,2018.0,2,0,135.0,1991.0,1.0,23850.0,48000,1202.0,73121.0,37000.0,55386.0,71695.0,149800.0,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,121,2021.0,2,0,110.0,1984.0,1.0,19730.0,110000,1194.0,120368.0,19000.0,32810.0,37934.0,183800.0,2022,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,80,2011.0,2,0,225.0,2979.0,6.0,18680.0,40014,3071.0,25872.0,130411.0,64381.0,64381.0,120800.0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,20,2016.0,4,0,85.0,1496.0,3.0,15760.0,52668,1082.0,27940.0,160168.0,30899.0,25259.0,50888.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,394,2018.0,1,0,103.0,1353.0,1.0,15770.0,39001,600.0,20371.0,78000.0,17784.0,7784.0,65800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,248,2016.0,8,0,177.0,1999.0,6.0,18120.0,50110,1212.0,48191.0,7838.0,45695.0,55973.0,80800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,279,2017.0,3,0,93.0,1591.0,1.0,14840.0,41400,738.0,23148.0,132094.0,13765.0,13765.0,57800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,143,2019.0,8,0,155.0,1991.0,1.0,27200.0,41805,1202.0,71071.0,57226.0,52030.0,65654.0,174888.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,206,2018.0,3,0,92.0,1597.0,2.0,14260.0,36890,742.0,27071.0,125110.0,19724.0,19724.0,64998.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,167,2013.0,1,0,77.0,1197.0,4.0,13070.0,48826,559.0,40211.0,98112.0,19293.0,9293.0,53800.0,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,388,2017.0,8,0,96.0,1496.0,1.0,21830.0,42902,682.0,23264.0,78128.0,19416.0,14416.0,77900.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,492,2023.0,10,0,12.0,658.0,1.0,8780.0,66594,326.0,65061.0,30.0,17767.0,889.0,85800.0,2024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,747,2020.0,9,1,19.0,4009.0,1.0,14290.0,28589,4563.0,17952.0,23419.0,38247.0,1913.0,89800.0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,279,2016.0,3,0,93.0,1591.0,3.0,12920.0,48000,738.0,19295.0,183527.0,13572.0,13572.0,36800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,23,2017.0,6,0,100.0,1499.0,2.0,18120.0,53711,684.0,38570.0,55000.0,30907.0,30270.0,78888.0,2017,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
71,283,1998.0,4,0,112.0,2438.0,5.0,11540.0,32279,2589.0,13929.0,88718.0,29646.0,41505.0,49800.0,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,541,2017.0,10,1,12.0,1560.0,2.0,9370.0,26642,1278.0,10744.0,99330.0,28817.0,1441.0,37800.0,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,139,2008.0,4,0,125.0,2362.0,5.0,19920.0,32121,2457.0,14336.0,146727.0,45300.0,45300.0,88888.0,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,682,2010.0,9,1,0.0,2477.0,2.0,9530.0,34471,2236.0,22345.0,178200.0,22593.0,22593.0,61800.0,2011,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,635,2018.0,1,0,59.0,1193.0,1.0,12460.0,41400,506.0,18971.0,68200.0,14949.0,5000.0,49800.0,2018,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,700,2022.0,6,0,375.0,3982.0,2.0,57460.0,107000,3922.0,307805.0,9500.0,161942.0,296273.0,648000.0,2023,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,208,2016.0,2,0,115.0,1595.0,2.0,20790.0,54406,740.0,34057.0,64730.0,30541.0,29758.0,76800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,458,2021.0,8,0,267.0,2998.0,2.0,37200.0,105001,2384.0,176540.0,13551.0,83357.0,123386.0,370888.0,2022,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
71,565,2019.0,8,0,127.0,1987.0,1.0,20100.0,43102,1198.0,43509.0,63556.0,29506.0,33309.0,110800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,715,2017.0,4,0,100.0,1797.0,1.0,39880.0,45289,974.0,34413.0,70000.0,33657.0,29120.0,150900.0,2018,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,74,2019.0,2,0,135.0,1998.0,1.0,21310.0,39400,1210.0,69082.0,104000.0,51775.0,65195.0,141800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1,115,2021.0,6,0,185.0,1798.0,1.0,26230.0,62600,976.0,97482.0,5000.0,55000.0,71000.0,220800.0,2021,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5,21,2019.0,4,0,80.0,1499.0,2.0,14760.0,33009,684.0,37262.0,82000.0,24441.0,26218.0,91800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,333,2021.0,9,1,19.0,5193.0,2.0,13980.0,44001,6361.0,33995.0,15000.0,49369.0,2469.0,108000.0,2022,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
73,368,2015.0,1,0,90.0,1395.0,3.0,18190.0,67749,624.0,8273.0,104000.0,19244.0,5000.0,18000.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,257,2021.0,8,0,174.0,1496.0,1.0,17830.0,130100,778.0,115767.0,42.0,27559.0,15583.0,175800.0,2023,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3,119,2009.0,1,0,188.0,1984.0,6.0,15610.0,31335,1791.0,14028.0,3829.0,36100.0,36100.0,69888.0,2009,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,206,2008.0,3,0,103.0,1799.0,1.0,13910.0,40881,1467.0,15221.0,203000.0,21964.0,24161.0,51800.0,2008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,658,2016.0,3,0,85.0,1598.0,2.0,12480.0,53694,742.0,19775.0,178497.0,16910.0,16910.0,32800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,383,2016.0,8,0,111.0,1986.0,3.0,18850.0,52000,1196.0,33767.0,40922.0,31196.0,30675.0,71000.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,625,2006.0,6,0,120.0,1796.0,6.0,11620.0,47450,1461.0,8086.0,155000.0,49917.0,54909.0,19800.0,2006,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
71,716,2009.0,4,0,106.0,1987.0,5.0,16190.0,39463,1797.0,22153.0,92305.0,22003.0,22003.0,90888.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57,351,2022.0,2,0,420.0,6749.0,2.0,134360.0,110524,8250.0,698243.0,39485.0,399002.0,817805.0,1500000.0,2022,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42,177,2016.0,2,0,115.0,1595.0,2.0,20630.0,46229,740.0,37183.0,96100.0,37206.0,39089.0,80800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,580,2008.0,6,1,173.0,1308.0,6.0,15650.0,38137,801.0,25296.0,177000.0,38469.0,38469.0,103800.0,2011,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,21,2017.0,4,0,75.0,1499.0,3.0,18320.0,44002,684.0,33771.0,130275.0,27881.0,31034.0,72143.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,705,2016.0,8,0,112.0,1496.0,3.0,16670.0,46229,682.0,15007.0,85317.0,23855.0,5000.0,45800.0,2017,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
57,351,2011.0,2,0,420.0,6592.0,4.0,64170.0,66387,10405.0,48508.0,88000.0,329159.0,329159.0,468888.0,2011,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3,119,2015.0,2,0,92.0,1395.0,1.0,14670.0,57089,624.0,18537.0,131000.0,27587.0,20622.0,28800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,705,2016.0,8,0,96.0,1496.0,4.0,14540.0,50951,682.0,21241.0,92000.0,22173.0,13043.0,44800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,257,2019.0,4,0,129.0,2356.0,1.0,19650.0,40009,1630.0,45860.0,92183.0,29148.0,32808.0,120800.0,2019,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
73,533,2021.0,1,0,85.0,999.0,2.0,12380.0,49640,392.0,47443.0,52698.0,17815.0,17815.0,93888.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,206,1992.0,6,1,116.0,1595.0,6.0,15260.0,25525,1110.0,11839.0,40000.0,20462.0,30693.0,70800.0,1992,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
71,617,2018.0,4,0,79.0,1496.0,2.0,15030.0,25501,682.0,23905.0,84000.0,17622.0,17622.0,77000.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,410,2016.0,2,0,180.0,1998.0,3.0,19530.0,56000,1210.0,34988.0,127000.0,37505.0,44507.0,58900.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,416,2010.0,3,0,90.0,1390.0,5.0,12300.0,16570,868.0,4013.0,210032.0,20533.0,20533.0,14898.0,2010,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23,321,2019.0,1,0,73.0,1317.0,2.0,14210.0,36534,578.0,26350.0,64500.0,15239.0,5239.0,89800.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,551,2017.0,8,0,106.0,1997.0,1.0,11890.0,53711,1210.0,33125.0,126542.0,22484.0,23478.0,51300.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,12,2018.0,6,0,118.0,1998.0,3.0,20100.0,37989,1210.0,44156.0,31888.0,37733.0,44827.0,101888.0,2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5,79,2017.0,2,0,185.0,1998.0,2.0,23010.0,53001,1210.0,53861.0,117800.0,50933.0,63680.0,99800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,190,2019.0,9,0,19.0,2998.0,1.0,11420.0,24202,2384.0,13520.0,9041.0,32056.0,1603.0,63800.0,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,705,2015.0,8,0,96.0,1496.0,2.0,13830.0,47889,682.0,14057.0,114429.0,20600.0,10840.0,28800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
45,153,2019.0,3,0,59.0,1193.0,1.0,12410.0,26205,506.0,18217.0,63163.0,13811.0,5000.0,71000.0,2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
70,479,2020.0,2,0,239.0,2135.0,2.0,17880.0,47001,3226.0,53507.0,107541.0,57145.0,29861.0,133300.0,2021,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
5,60,2018.0,6,0,135.0,1998.0,1.0,21810.0,32551,1210.0,50475.0,23000.0,46922.0,57691.0,115800.0,2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
71,189,2020.0,2,0,154.0,2487.0,1.0,16320.0,49778,1784.0,63372.0,105046.0,34143.0,39801.0,129800.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,328,2018.0,8,0,110.0,1995.0,2.0,14220.0,34381,1208.0,22345.0,123024.0,13451.0,13451.0,63000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,143,2020.0,8,0,336.0,2999.0,1.0,41120.0,40690,2384.0,129779.0,86980.0,92910.0,139238.0,325800.0,2020,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
42,143,2017.0,2,0,135.0,1991.0,2.0,21590.0,49996,1202.0,50772.0,121000.0,46520.0,52128.0,98988.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,617,2021.0,4,0,79.0,1496.0,1.0,15030.0,48000,682.0,48567.0,32500.0,19097.0,19097.0,116800.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,231,2007.0,8,0,103.0,1799.0,6.0,15410.0,38712,1467.0,14774.0,222000.0,20166.0,20166.0,58800.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,725,2016.0,8,0,135.0,1997.0,1.0,21290.0,52807,1210.0,39065.0,91516.0,37167.0,44034.0,73000.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,142,2016.0,3,0,90.0,1598.0,1.0,15980.0,51106,742.0,26766.0,78700.0,19990.0,19990.0,56188.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,520,2019.0,8,0,110.0,1998.0,2.0,16800.0,48000,1210.0,40753.0,74761.0,23238.0,24534.0,94800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,728,2019.0,8,0,250.0,2998.0,1.0,37570.0,38602,2384.0,108924.0,9194.0,81339.0,118411.0,255000.0,2019,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
3,124,2021.0,2,0,300.0,1984.0,2.0,23410.0,93590,1194.0,119363.0,50000.0,51000.0,63800.0,210800.0,2022,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
23,321,2019.0,1,0,73.0,1317.0,2.0,13210.0,34001,578.0,23053.0,45000.0,16555.0,6555.0,73800.0,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40,36,2023.0,3,0,88.0,1496.0,1.0,14730.0,105000,682.0,101616.0,8000.0,15317.0,5000.0,139800.0,2023,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,388,2017.0,8,0,96.0,1496.0,1.0,14860.0,42900,682.0,22600.0,87000.0,19608.0,14608.0,52700.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,66,2012.0,6,0,416.0,4497.0,2.0,72010.0,97176,6146.0,76756.0,43000.0,346015.0,346015.0,568800.0,2012,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
45,341,2017.0,9,0,0.0,11967.0,1.0,26190.0,36879,16647.0,11235.0,188972.0,89999.0,4500.0,79800.0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,652,2008.0,4,0,103.0,1799.0,3.0,13080.0,31335,1467.0,14363.0,203275.0,16562.0,16562.0,60000.0,2009,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
63,607,2021.0,1,0,110.0,1498.0,1.0,16340.0,107201,684.0,85241.0,20500.0,21908.0,7672.0,139988.0,2022,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,617,2023.0,4,0,85.0,1490.0,2.0,16040.0,81589,680.0,92959.0,50.0,23073.0,19303.0,163988.0,2024,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0
71,707,2021.0,3,0,79.0,1496.0,1.0,13610.0,48002,682.0,44565.0,24189.0,15705.0,15705.0,100800.0,2021,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
34,561,2017.0,8,0,177.0,1999.0,1.0,30480.0,54000,1212.0,50001.0,34116.0,47838.0,58974.0,112000.0,2017,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
48,551,2016.0,8,0,85.0,1197.0,1.0,12890.0,50789,508.0,21885.0,93000.0,18725.0,13725.0,41500.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,544,2021.0,8,0,110.0,1395.0,1.0,19670.0,56100,624.0,64815.0,130727.0,29677.0,33548.0,155800.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,123,2018.0,2,0,140.0,1984.0,2.0,19950.0,36667,1194.0,48183.0,47997.0,38190.0,45466.0,115000.0,2019,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
4,220,2015.0,6,0,388.0,3993.0,2.0,74420.0,55414,3940.0,180284.0,45000.0,168624.0,275524.0,338800.0,2017,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
71,369,2020.0,6,0,190.0,1998.0,1.0,26340.0,119399,1210.0,150118.0,36000.0,53052.0,72799.0,268888.0,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,51,2008.0,6,0,160.0,2497.0,5.0,16990.0,40881,2694.0,15255.0,112000.0,64690.0,64690.0,63388.0,2008,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
69,656,2007.0,1,0,92.0,1586.0,6.0,12540.0,48200,1104.0,14222.0,176000.0,12413.0,13655.0,37000.0,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,471,2023.0,4,0,289.0,2998.0,1.0,36850.0,131000,2384.0,164800.0,7000.0,90912.0,170919.0,393800.0,2023,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3,119,2018.0,6,0,110.0,1395.0,3.0,21220.0,32909,624.0,43928.0,60500.0,35346.0,41485.0,118888.0,2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52,15,2021.0,8,0,96.0,1199.0,2.0,14300.0,80000,508.0,82902.0,50000.0,23716.0,25203.0,130800.0,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,685,2017.0,8,0,114.0,1999.0,1.0,15760.0,57414,1212.0,31773.0,155000.0,18220.0,18220.0,63800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,415,2016.0,1,0,96.0,1498.0,1.0,13710.0,41785,684.0,16099.0,100000.0,17273.0,12273.0,34800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,609,2010.0,6,0,118.0,1390.0,6.0,11650.0,32875,930.0,19140.0,121119.0,24386.0,24386.0,67800.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,256,2016.0,9,1,19.0,2982.0,1.0,15630.0,26501,3003.0,7595.0,19706.0,35779.0,1789.0,44800.0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,519,2016.0,8,0,129.0,2498.0,2.0,13760.0,47000,1798.0,20938.0,63000.0,22454.0,23436.0,35288.0,2016,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
48,551,2017.0,8,0,85.0,1197.0,2.0,13930.0,45201,508.0,22464.0,138567.0,18583.0,13583.0,48800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,177,2016.0,2,0,115.0,1595.0,4.0,19130.0,48209,740.0,36701.0,108000.0,37662.0,39727.0,70900.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
23,705,2015.0,8,0,96.0,1496.0,1.0,17070.0,57498,682.0,12676.0,121010.0,19557.0,9557.0,26800.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,588,2007.0,2,0,170.0,2997.0,4.0,12630.0,50578,3573.0,17626.0,12566.0,82186.0,90405.0,44000.0,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,12,2021.0,8,0,121.0,1998.0,1.0,16900.0,100684,1210.0,96089.0,47000.0,21251.0,21752.0,144800.0,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,301,2010.0,4,1,93.0,1597.0,2.0,10840.0,16438,1113.0,2972.0,172731.0,12594.0,12594.0,9800.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,42,2016.0,7,0,96.0,1199.0,3.0,11060.0,47889,508.0,15223.0,160602.0,21534.0,12148.0,25800.0,2016,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,551,2017.0,8,0,85.0,1197.0,3.0,11190.0,52000,508.0,22097.0,97000.0,18583.0,13583.0,36800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
69,656,2009.0,1,0,74.0,1490.0,4.0,12310.0,31976,1020.0,17609.0,145008.0,13525.0,13525.0,67800.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,190,2021.0,9,1,19.0,2998.0,1.0,12200.0,36062,2384.0,28672.0,29134.0,37217.0,1861.0,96988.0,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,575,2022.0,7,0,449.0,3996.0,1.0,49950.0,95856,3944.0,204923.0,12000.0,103035.0,166677.0,499800.0,2022,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
54,195,2008.0,8,0,213.0,3598.0,4.0,16750.0,31933,4983.0,15022.0,186582.0,79169.0,79169.0,78800.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,551,2016.0,8,0,85.0,1197.0,3.0,15250.0,51506,508.0,19008.0,150831.0,18689.0,13689.0,38800.0,2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
